label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23
LEFT_ARM_UP,1.429574728012085,1.121942162513733,1.804997205734253,2.193777084350586,1.0159770250320435,0.9840230345726013,1.3483692407608032,1.4944449663162231,2.3823275566101074,2.272329092025757,2.4109585285186768,1.2731317281723022,2.823138952255249,0.8606690168380737,1.1205719709396362,1.825857400894165,1.1113476753234863,0.8865566849708557,0.7801482677459717,1.1126734018325806,1.5876907110214233,1.2775969505310059,0.6081172227859497,0.4556811451911926
LEFT_ARM_UP,0.8629724979400635,0.9415407180786133,1.4100947380065918,1.8073781728744507,1.147290587425232,0.8527093529701233,0.9006558060646057,1.1255581378936768,1.9841724634170532,1.9915497303009033,2.005762815475464,0.8692008256912231,2.334653854370117,0.8627394437789917,0.7164588570594788,1.6352609395980835,1.1273945569992065,0.8725378513336182,0.7593981027603149,0.9871849417686462,1.2631354331970215,0.8855217695236206,0.20709103345870972,0.30415260791778564
LEFT_ARM_UP,1.4542399644851685,1.1213043928146362,2.1006081104278564,2.351768970489502,1.0731470584869385,0.926852822303772,1.4252617359161377,1.274034857749939,2.627260446548462,2.205113649368286,2.5006492137908936,1.1338211297988892,3.1223397254943848,0.9523652195930481,0.8282129764556885,2.3182666301727295,1.2514147758483887,0.932939350605011,1.1782392263412476,1.2461774349212646,1.6126176118850708,1.2362159490585327,0.5878750681877136,0.5186522006988525
LEFT_ARM_UP,1.3852180242538452,0.9727593064308167,1.5166752338409424,1.5551164150238037,0.9267328977584839,1.0732669830322266,0.9307733774185181,0.8293789625167847,1.8595353364944458,1.8296868801116943,2.304018974304199,1.00750732421875,2.3957912921905518,0.33195042610168457,1.0327732563018799,1.371195912361145,1.0500051975250244,1.0293248891830444,0.7263703346252441,0.7674582600593567,1.5639338493347168,1.2578344345092773,0.6749069690704346,0.48166075348854065
LEFT_ARM_UP,1.4930453300476074,0.831036388874054,1.7677525281906128,1.6038928031921387,0.8690162301063538,1.130983829498291,1.4030100107192993,1.1604989767074585,2.5890917778015137,2.336172342300415,2.30039119720459,0.9923058748245239,2.5823004245758057,1.0375276803970337,0.9800158739089966,1.6049262285232544,1.2157083749771118,1.2546179294586182,0.6221159100532532,0.957243025302887,1.7147668600082397,1.172985315322876,0.8974533081054688,0.29897093772888184
LEFT_ARM_UP,1.078620195388794,0.6268611550331116,1.4072049856185913,1.593313217163086,1.024707555770874,0.9752925038337708,0.7146292924880981,0.9357091188430786,1.7402656078338623,1.6429352760314941,2.0129408836364746,0.8488274216651917,1.9885964393615723,0.61495441198349,0.838918149471283,1.167267084121704,1.0618886947631836,0.7257007956504822,0.6012517809867859,1.018928050994873,1.5341041088104248,0.8556520342826843,0.5969416499137878,0.4280388057231903
LEFT_ARM_UP,1.0085420608520508,0.6387802362442017,1.3490484952926636,1.2968319654464722,1.213931918144226,0.7860680222511292,0.6811912655830383,0.7579524517059326,1.17947256565094,1.6370809078216553,2.122281312942505,0.7245908975601196,1.984726905822754,0.42492353916168213,0.979403555393219,1.0493520498275757,0.5717652440071106,0.9011306166648865,0.5230820775032043,0.7947615385055542,1.2634789943695068,0.7433850765228271,0.24522210657596588,0.18671374022960663
LEFT_ARM_UP,1.216433048248291,0.9918500185012817,1.3530664443969727,1.7987045049667358,0.8239744901657104,1.176025629043579,1.0528688430786133,0.9488608241081238,2.06225323677063,1.6510366201400757,1.9987554550170898,0.7832801938056946,2.330350637435913,0.7128999829292297,0.6856471300125122,1.6689343452453613,1.052530288696289,0.7889354825019836,0.799531102180481,1.19351065158844,1.1841388940811157,1.0980209112167358,0.3866652846336365,0.35263389348983765
LEFT_ARM_UP,1.2629790306091309,0.8692783117294312,1.6898645162582397,1.8955875635147095,0.9109223484992981,1.0890777111053467,1.0568257570266724,1.0815410614013672,1.9783904552459717,2.092536449432373,2.161393404006958,0.9206897020339966,2.558131694793701,0.670637309551239,0.8194746375083923,1.745519757270813,0.9544849395751953,1.045173168182373,0.8223797082901001,1.2206130027770996,1.4039435386657715,1.158475399017334,0.525469958782196,0.18447470664978027
LEFT_ARM_UP,1.310872197151184,1.1125820875167847,1.7527060508728027,1.9651151895523071,1.0447931289672852,0.9552068114280701,1.474176287651062,1.3113160133361816,2.7000014781951904,2.506838321685791,2.276557683944702,0.6620197892189026,2.8137013912200928,0.8568360805511475,0.8135740160942078,2.0624477863311768,1.3248112201690674,1.2760924100875854,1.1422786712646484,0.9889511466026306,1.6256107091903687,1.2225195169448853,0.6935776472091675,0.7031175494194031
